ImageId,Label
582,1
583,8
584,1
585,8
586,1
587,7
588,3
589,8
590,8
591,8
592,8
593,8
594,5
595,1
596,6
597,6
598,6
599,0
600,3
601,1
602,1
603,7
604,1
605,1
606,3
607,8
608,8
609,3
610,1
611,7
612,1
613,8
614,3
615,8
616,7
617,7
618,8
619,0
620,8
621,8
622,8
623,8
624,6
625,3
626,8
627,8
628,6
629,6
630,7
631,6
632,1
633,8
634,6
635,1
636,8
637,7
638,7
639,8
640,3
641,8
642,3
643,8
644,8
645,0
646,7
647,8
648,3
649,1
650,8
651,7
652,8
653,8
654,8
655,8
656,8
657,8
658,3
659,3
660,7
661,8
662,8
663,8
664,0
665,8
666,8
667,1
668,7
669,8
670,6
671,3
672,8
673,8
674,8
675,8
676,7
677,7
678,8
679,8
680,0
681,6
682,8
683,8
684,1
685,1
686,5
687,6
688,6
689,8
690,8
691,8
692,6
693,0
694,1
695,8
696,8
697,8
698,8
699,8
700,8
701,8
702,8
703,0
704,0
705,6
706,0
707,8
708,8
709,1
710,5
711,3
712,8
713,1
714,8
715,8
716,6
717,8
718,5
719,7
720,7
721,8
722,8
723,1
724,0
725,1
726,7
727,8
728,8
729,8
730,8
731,7
732,1
733,3
734,8
735,7
736,7
737,1
738,8
739,1
740,3
741,8
742,8
743,8
744,8
745,3
746,8
747,8
748,7
749,8
750,6
751,8
752,7
753,8
754,8
755,1
756,6
757,7
758,1
759,1
760,8
761,8
762,8
763,1
764,0
765,8
766,0
767,8
768,8
769,1
770,8
771,6
772,8
773,0
774,1
775,8
776,1
777,8
778,6
779,3
780,1
781,1
782,6
783,8
784,8
785,7
786,5
787,3
788,1
789,5
790,3
791,1
792,0
793,1
794,0
795,8
796,8
797,1
798,8
799,8
800,1
801,1
802,1
803,8
804,3
805,1
806,8
807,8
808,6
809,8
810,1
811,8
812,8
813,7
814,1
815,8
816,8
817,0
818,7
819,7
820,8
821,3
822,3
823,6
824,0
825,1
826,8
827,8
828,8
829,8
830,8
831,8
832,8
833,8
834,8
835,3
836,8
837,6
838,1
839,3
840,1
841,1
842,8
843,0
844,8
845,8
846,8
847,7
848,8
849,8
850,5
851,8
852,8
853,8
854,7
855,8
856,8
857,1
858,8
859,8
860,1
861,0
862,8
863,1
864,8
865,8
866,7
867,6
868,8
869,3
870,8
871,7
872,1
873,7
874,8
875,7
876,7
877,1
878,1
879,0
880,1
881,8
882,6
883,1
884,1
885,8
886,7
887,1
888,5
889,7
890,8
891,1
892,1
893,8
894,8
895,8
896,8
897,8
898,8
899,1
900,1
901,5
902,7
903,3
904,7
905,8
906,7
907,1
908,3
909,8
910,7
911,8
912,0
913,6
914,8
915,1
916,6
917,8
918,8
919,1
920,8
921,7
922,8
923,5
924,7
925,8
926,7
927,8
928,6
929,6
930,3
931,8
932,8
933,1
934,8
935,1
936,8
937,7
938,7
939,8
940,3
941,8
942,8
943,6
944,1
945,0
946,8
947,8
948,8
949,7
950,8
951,6
952,7
953,8
954,8
955,3
956,1
957,8
958,1
959,7
960,8
961,7
962,8
963,8
964,0
965,8
966,3
967,1
968,8
969,8
970,3
971,7
972,7
973,8
974,8
975,7
976,0
977,8
978,0
979,7
980,8
981,7
982,8
983,7
984,8
985,7
986,7
987,0
988,3
989,1
990,7
991,1
992,8
993,0
994,6
995,8
996,3
997,8
998,8
999,3
1000,8
1001,0
1002,7
1003,0
1004,7
1005,1
1006,3
1007,8
1008,8
1009,3
1010,8
1011,8
1012,6
1013,3
1014,1
1015,5
1016,7
1017,8
1018,3
1019,8
1020,8
1021,6
1022,8
1023,8
1024,6
1025,8
1026,6
1027,1
1028,5
1029,8
1030,1
1031,8
1032,1
1033,8
1034,7
1035,8
1036,8
1037,1
1038,8
1039,8
1040,0
1041,1
1042,6
1043,1
1044,8
1045,3
1046,8
1047,7
1048,7
1049,8
1050,6
1051,3
1052,1
1053,3
1054,8
1055,8
1056,1
1057,1
1058,1
1059,6
1060,8
1061,8
1062,0
1063,6
1064,3
1065,8
1066,8
1067,8
1068,3
1069,0
1070,8
1071,8
1072,1
1073,8
1074,6
1075,1
1076,8
1077,1
1078,1
1079,8
1080,8
1081,8
1082,8
1083,3
1084,8
1085,7
1086,7
1087,6
1088,8
1089,3
1090,1
1091,3
1092,8
1093,8
1094,1
1095,7
1096,8
1097,8
1098,3
1099,7
1100,3
1101,8
1102,8
1103,8
1104,1
1105,8
1106,8
1107,0
1108,6
1109,8
1110,6
1111,7
1112,8
1113,8
1114,1
1115,0
1116,7
1117,8
1118,6
1119,8
1120,8
1121,8
1122,6
1123,8
1124,1
1125,6
1126,3
1127,8
1128,8
1129,1
1130,8
1131,0
1132,8
1133,8
1134,0
1135,3
1136,8
1137,8
1138,1
1139,7
1140,7
1141,6
1142,6
1143,8
1144,1
1145,3
1146,1
1147,7
1148,3
1149,5
1150,7
1151,8
1152,7
1153,8
1154,8
1155,7
1156,6
1157,8
1158,1
1159,8
1160,1
1161,8
1162,1
1163,6
1164,0
1165,8
1166,7
1167,3
1168,8
1169,8
1170,8
1171,8
1172,8
1173,8
1174,1
1175,8
1176,6
1177,7
1178,7
1179,8
1180,5
1181,8
1182,7
1183,8
1184,8
1185,0
1186,7
1187,0
1188,3
1189,5
1190,8
1191,7
1192,7
1193,3
1194,1
1195,8
1196,8
1197,8
1198,8
1199,5
1200,8
1201,8
1202,8
1203,3
1204,6
1205,1
1206,7
1207,8
1208,8
1209,8
1210,7
1211,8
1212,8
1213,8
1214,6
1215,1
1216,7
1217,1
1218,7
1219,8
1220,8
1221,0
1222,7
1223,5
1224,3
1225,3
1226,8
1227,8
1228,8
1229,7
1230,5
1231,8
1232,3
1233,0
1234,8
1235,8
1236,1
1237,8
1238,8
1239,8
1240,8
1241,8
1242,7
1243,7
1244,8
1245,8
1246,8
1247,1
1248,8
1249,8
1250,1
1251,6
1252,6
1253,0
1254,8
1255,3
1256,1
1257,7
1258,6
1259,8
1260,3
1261,1
1262,8
1263,8
1264,3
1265,3
1266,6
1267,8
1268,8
1269,8
1270,1
1271,1
1272,6
1273,1
1274,8
1275,6
1276,8
1277,8
1278,8
1279,7
1280,6
1281,1
1282,8
1283,7
1284,0
1285,7
1286,1
1287,0
1288,7
1289,1
1290,1
1291,7
1292,8
1293,8
1294,6
1295,3
1296,8
1297,8
1298,6
1299,8
1300,8
1301,8
1302,8
1303,1
1304,1
1305,8
1306,0
1307,7
1308,8
1309,0
1310,7
1311,6
1312,7
1313,7
1314,5
1315,8
1316,6
1317,8
1318,6
1319,7
1320,5
1321,8
1322,1
1323,8
1324,1
1325,8
1326,0
1327,8
1328,8
1329,8
1330,1
1331,8
1332,6
1333,3
1334,1
1335,8
1336,1
1337,8
1338,3
1339,8
1340,8
1341,8
1342,8
1343,1
1344,7
1345,8
1346,0
1347,5
1348,8
1349,1
1350,8
1351,8
1352,6
1353,7
1354,8
1355,3
1356,3
1357,8
1358,7
1359,1
1360,5
1361,8
1362,8
1363,7
1364,7
1365,8
1366,6
1367,6
1368,8
1369,8
1370,1
1371,3
1372,7
1373,6
1374,1
1375,1
1376,8
1377,3
1378,0
1379,8
1380,1
1381,8
1382,8
1383,3
1384,8
1385,7
1386,8
1387,8
1388,8
1389,8
1390,1
1391,8
1392,1
1393,8
1394,8
1395,8
1396,8
1397,8
1398,8
1399,7
1400,8
1401,1
1402,5
1403,8
1404,8
1405,8
1406,5
1407,7
1408,8
1409,6
1410,8
1411,7
1412,1
1413,3
1414,1
1415,8
1416,3
1417,7
1418,8
1419,1
1420,7
1421,8
1422,7
1423,3
1424,8
1425,8
1426,8
1427,3
1428,0
1429,8
1430,8
1431,7
1432,7
1433,1
1434,8
1435,6
1436,8
1437,8
1438,8
1439,8
1440,8
1441,8
1442,7
1443,8
1444,0
1445,8
1446,8
1447,0
1448,8
1449,8
1450,0
1451,1
1452,8
1453,7
1454,0
1455,8
1456,6
1457,8
1458,7
1459,0
1460,8
1461,8
1462,7
1463,3
1464,1
1465,8
1466,8
1467,3
1468,1
1469,8
1470,3
1471,1
1472,0
1473,6
1474,3
1475,8
1476,7
1477,8
1478,6
1479,6
1480,1
1481,8
1482,7
1483,6
1484,8
1485,8
1486,0
1487,7
1488,7
1489,8
1490,6
1491,7
1492,3
1493,8
1494,8
1495,8
1496,0
1497,1
1498,8
1499,8
1500,8
1501,8
1502,1
1503,1
1504,8
1505,8
1506,6
1507,0
1508,1
1509,3
1510,8
1511,7
1512,8
1513,6
1514,8
1515,7
1516,3
1517,7
1518,8
1519,7
1520,8
1521,5
1522,8
1523,8
1524,1
1525,1
1526,3
1527,1
1528,1
1529,1
1530,5
1531,8
1532,1
1533,8
1534,7
1535,0
1536,8
1537,0
1538,1
1539,0
1540,0
1541,8
1542,1
1543,8
1544,1
1545,3
1546,8
1547,8
1548,7
1549,8
1550,6
1551,6
1552,8
1553,1
1554,8
1555,3
1556,7
1557,8
1558,8
1559,7
1560,0
1561,1
1562,8
1563,8
1564,7
1565,8
1566,6
1567,1
1568,1
1569,7
1570,6
1571,3
1572,0
1573,8
1574,7
1575,1
1576,8
1577,1
1578,1
1579,7
1580,8
1581,7
1582,8
1583,8
1584,1
1585,8
1586,6
1587,6
1588,8
1589,8
1590,7
1591,3
1592,6
1593,7
1594,5
1595,8
1596,8
1597,1
1598,8
1599,8
1600,3
1601,8
1602,7
1603,7
1604,8
1605,8
1606,0
1607,3
1608,8
1609,1
1610,1
1611,3
1612,8
1613,3
1614,3
1615,1
1616,8
1617,3
1618,8
1619,1
1620,1
1621,3
1622,6
1623,1
1624,8
1625,8
1626,8
1627,8
1628,6
1629,8
1630,8
1631,8
1632,8
1633,8
1634,6
1635,1
1636,8
1637,7
1638,8
1639,8
1640,8
1641,3
1642,7
1643,7
1644,8
1645,1
1646,8
1647,6
1648,1
1649,0
1650,6
1651,1
1652,7
1653,7
1654,1
1655,8
1656,8
1657,8
1658,8
1659,8
1660,8
1661,1
1662,3
1663,8
1664,1
1665,8
1666,8
1667,6
1668,6
1669,5
1670,8
1671,8
1672,8
1673,8
1674,5
1675,8
1676,8
1677,6
1678,6
1679,1
1680,3
1681,8
1682,3
1683,8
1684,6
1685,7
1686,6
1687,1
1688,3
1689,5
1690,7
1691,1
1692,5
1693,1
1694,8
1695,1
1696,7
1697,7
1698,1
1699,8
1700,7
1701,8
1702,8
1703,0
1704,8
1705,8
1706,3
1707,7
1708,1
1709,0
1710,7
1711,7
1712,1
1713,8
1714,8
1715,8
1716,8
1717,7
1718,0
1719,8
1720,1
1721,3
1722,3
1723,7
1724,8
1725,8
1726,7
1727,1
1728,8
1729,7
1730,8
1731,8
1732,6
1733,1
1734,8
1735,8
1736,0
1737,3
1738,1
1739,1
1740,0
1741,0
1742,8
1743,3
1744,8
1745,8
1746,8
1747,1
1748,0
1749,0
1750,3
1751,7
1752,1
1753,6
1754,7
1755,3
1756,7
1757,0
1758,8
1759,1
1760,8
1761,8
1762,6
1763,7
1764,8
1765,1
1766,8
1767,8
1768,5
1769,8
1770,1
1771,8
1772,8
1773,8
1774,8
1775,8
1776,8
1777,8
1778,3
1779,7
1780,8
1781,8
1782,5
1783,7
1784,0
1785,6
1786,8
1787,8
1788,3
1789,8
1790,8
1791,8
1792,1
1793,7
1794,8
1795,8
1796,8
1797,8
1798,1
1799,0
1800,8
1801,0
1802,0
1803,0
1804,0
1805,3
1806,7
1807,3
1808,3
1809,8
1810,7
1811,8
1812,1
1813,8
1814,8
1815,1
1816,8
1817,5
1818,8
1819,8
1820,3
1821,7
1822,1
1823,1
1824,5
1825,8
1826,8
1827,5
1828,6
1829,8
1830,5
1831,8
1832,6
1833,1
1834,8
1835,1
1836,0
1837,7
1838,6
1839,8
1840,8
1841,8
1842,8
1843,8
1844,5
1845,0
1846,8
1847,7
1848,1
1849,3
1850,8
1851,3
1852,8
1853,1
1854,8
1855,7
1856,8
1857,3
1858,6
1859,3
1860,7
1861,3
1862,1
1863,3
1864,7
1865,8
1866,8
1867,1
1868,8
1869,8
1870,1
1871,7
1872,8
1873,3
1874,6
1875,8
1876,6
1877,8
1878,1
1879,8
1880,7
1881,8
1882,1
1883,7
1884,8
1885,6
1886,8
1887,1
1888,1
1889,1
1890,8
1891,8
1892,8
1893,6
1894,5
1895,1
1896,1
1897,1
1898,3
1899,8
1900,1
1901,6
1902,0
1903,7
1904,7
1905,7
1906,7
1907,7
1908,8
1909,8
1910,7
1911,1
1912,3
1913,8
1914,8
1915,1
1916,7
1917,6
1918,8
1919,8
1920,8
1921,8
1922,6
1923,8
1924,3
1925,8
1926,8
1927,1
1928,8
1929,8
1930,8
1931,3
1932,8
1933,6
1934,3
1935,8
1936,1
1937,8
1938,5
1939,8
1940,8
1941,8
1942,7
1943,7
1944,8
1945,8
1946,7
1947,8
1948,8
1949,6
1950,0
1951,7
1952,7
1953,5
1954,1
1955,7
1956,7
1957,8
1958,5
1959,8
1960,1
1961,5
1962,3
1963,6
1964,8
1965,8
1966,6
1967,1
1968,8
1969,7
1970,0
1971,8
1972,8
1973,8
1974,8
1975,8
1976,8
1977,6
1978,8
1979,3
1980,8
1981,8
1982,8
1983,6
1984,8
1985,0
1986,3
1987,0
1988,1
1989,7
1990,5
1991,8
1992,1
1993,7
1994,8
1995,8
1996,7
1997,0
1998,1
1999,1
2000,7
2001,8
2002,8
2003,1
2004,6
2005,7
2006,8
2007,7
2008,7
2009,8
2010,1
2011,1
2012,7
2013,1
2014,6
2015,8
2016,7
2017,0
2018,8
2019,8
2020,7
2021,7
2022,8
2023,7
2024,1
2025,8
2026,6
2027,8
2028,5
2029,1
2030,8
2031,1
2032,3
2033,8
2034,8
2035,8
2036,5
2037,6
2038,8
2039,8
2040,7
2041,8
2042,8
2043,8
2044,8
2045,8
2046,3
2047,8
2048,8
2049,8
2050,8
2051,0
2052,8
2053,8
2054,8
2055,8
2056,8
2057,8
2058,3
2059,3
2060,5
2061,8
2062,0
2063,7
2064,0
2065,7
2066,5
2067,1
2068,8
2069,1
2070,8
2071,8
2072,8
2073,0
2074,8
2075,6
2076,8
2077,8
2078,8
2079,0
2080,8
2081,8
2082,1
2083,8
2084,8
2085,8
2086,8
2087,8
2088,8
2089,8
2090,5
2091,7
2092,8
2093,8
2094,3
2095,8
2096,1
2097,8
2098,3
2099,7
2100,7
2101,7
2102,7
2103,1
2104,8
2105,8
2106,8
2107,1
2108,7
2109,8
2110,3
2111,8
2112,7
2113,6
2114,8
2115,8
2116,8
2117,0
2118,8
2119,8
2120,1
2121,8
2122,8
2123,8
2124,7
2125,8
2126,1
2127,8
2128,0
2129,1
2130,8
2131,8
2132,8
2133,7
2134,1
2135,1
2136,6
2137,8
2138,1
2139,7
2140,1
2141,8
2142,1
2143,8
2144,8
2145,1
2146,8
2147,7
2148,1
2149,1
2150,8
2151,8
2152,6
2153,5
2154,1
2155,5
2156,0
2157,5
2158,8
2159,6
2160,8
2161,8
2162,1
2163,0
2164,7
2165,3
2166,5
2167,6
2168,1
2169,6
2170,1
2171,8
2172,7
2173,7
2174,0
2175,7
2176,8
2177,0
2178,8
2179,8
2180,7
2181,8
2182,6
2183,6
2184,8
2185,6
2186,8
2187,8
2188,1
2189,7
2190,8
2191,8
2192,8
2193,8
2194,7
2195,8
2196,8
2197,5
2198,7
2199,5
2200,1
2201,1
2202,7
2203,8
2204,8
2205,8
2206,0
2207,8
2208,6
2209,8
2210,8
2211,0
2212,8
2213,8
2214,1
2215,1
2216,8
2217,7
2218,8
2219,8
2220,8
2221,1
2222,7
2223,8
2224,1
2225,0
2226,1
2227,8
2228,8
2229,1
2230,1
2231,8
2232,8
2233,8
2234,1
2235,1
2236,7
2237,8
2238,8
2239,8
2240,0
2241,8
2242,8
2243,3
2244,8
2245,8
2246,8
2247,6
2248,3
2249,5
2250,8
2251,8
2252,6
2253,3
2254,8
2255,8
2256,1
2257,8
2258,6
2259,0
2260,6
2261,0
2262,5
2263,8
2264,6
2265,1
2266,8
2267,0
2268,8
2269,8
2270,6
2271,1
2272,8
2273,3
2274,8
2275,7
2276,7
2277,6
2278,1
2279,8
2280,7
2281,8
2282,0
2283,5
2284,8
2285,6
2286,3
2287,5
2288,3
2289,8
2290,8
2291,8
2292,8
2293,8
2294,1
2295,8
2296,8
2297,6
2298,6
2299,8
2300,8
2301,8
2302,8
2303,8
2304,3
2305,6
2306,0
2307,5
2308,7
2309,1
2310,0
2311,8
2312,3
2313,8
2314,7
2315,0
2316,1
2317,8
2318,8
2319,1
2320,8
2321,8
2322,8
2323,8
2324,5
2325,8
2326,3
2327,8
2328,0
2329,5
2330,3
2331,8
2332,8
2333,8
2334,8
2335,8
2336,7
2337,3
2338,3
2339,8
2340,8
2341,8
2342,8
2343,7
2344,6
2345,6
2346,8
2347,7
2348,8
2349,1
2350,8
2351,8
2352,8
2353,8
2354,7
2355,8
2356,1
2357,8
2358,7
2359,8
2360,8
2361,0
2362,5
2363,1
2364,7
2365,1
2366,8
2367,0
2368,8
2369,0
2370,8
2371,8
2372,8
2373,8
2374,8
2375,1
2376,1
2377,1
2378,7
2379,6
2380,8
2381,8
2382,8
2383,3
2384,8
2385,5
2386,8
2387,1
2388,7
2389,8
2390,8
2391,1
2392,0
2393,0
2394,7
2395,7
2396,1
2397,8
2398,0
2399,8
2400,1
2401,8
2402,8
2403,3
2404,1
2405,8
2406,8
2407,1
2408,8
2409,5
2410,8
2411,8
2412,0
2413,1
2414,6
2415,7
2416,7
2417,8
2418,8
2419,8
2420,8
2421,3
2422,5
2423,8
2424,0
2425,5
2426,8
2427,8
2428,8
2429,8
2430,3
2431,3
2432,0
2433,0
2434,3
2435,1
2436,3
2437,8
2438,8
2439,0
2440,1
2441,1
2442,3
2443,6
2444,7
2445,8
2446,7
2447,7
2448,8
2449,8
2450,1
2451,0
2452,8
2453,8
2454,8
2455,5
2456,6
2457,8
2458,1
2459,8
2460,8
2461,7
2462,0
2463,8
2464,7
2465,8
2466,1
2467,0
2468,3
2469,3
2470,8
2471,0
2472,3
2473,1
2474,8
2475,6
2476,3
2477,3
2478,8
2479,3
2480,8
2481,1
2482,7
2483,8
2484,5
2485,1
2486,6
2487,8
2488,7
2489,8
2490,6
2491,1
2492,7
2493,6
2494,6
2495,8
2496,6
2497,8
2498,1
2499,8
2500,8
2501,3
2502,7
2503,8
2504,1
2505,1
2506,8
2507,8
2508,8
2509,1
2510,7
2511,7
2512,8
2513,1
2514,0
2515,8
2516,7
2517,1
2518,8
2519,6
2520,8
2521,6
2522,1
2523,0
2524,0
2525,5
2526,8
2527,1
2528,3
2529,0
2530,6
2531,1
2532,8
2533,1
2534,8
2535,8
2536,3
2537,8
2538,8
2539,8
2540,1
2541,1
2542,8
2543,6
2544,1
2545,1
2546,8
2547,0
2548,8
2549,8
2550,7
2551,8
2552,8
2553,8
2554,8
2555,8
2556,8
2557,7
2558,8
2559,6
2560,8
2561,8
2562,5
2563,8
2564,1
2565,3
2566,6
2567,0
2568,8
2569,7
2570,6
2571,6
2572,8
2573,1
2574,1
2575,1
2576,0
2577,3
2578,7
2579,0
2580,1
2581,7
2582,7
2583,3
2584,8
2585,7
2586,7
2587,1
2588,6
2589,8
2590,8
2591,8
2592,8
2593,1
2594,1
2595,8
2596,8
2597,8
2598,8
2599,8
2600,0
2601,6
2602,8
2603,8
2604,5
2605,8
2606,8
2607,8
2608,1
2609,8
2610,7
2611,7
2612,1
2613,8
2614,8
2615,8
2616,0
2617,6
2618,1
2619,3
2620,8
2621,3
2622,8
2623,1
2624,8
2625,6
2626,1
2627,8
2628,8
2629,8
2630,6
2631,6
2632,8
2633,3
2634,8
2635,8
2636,8
2637,8
2638,1
2639,8
2640,3
2641,1
2642,6
2643,8
2644,8
2645,7
2646,1
2647,8
2648,8
2649,7
2650,6
2651,1
2652,0
2653,8
2654,7
2655,0
2656,7
2657,8
2658,8
2659,0
2660,8
2661,8
2662,8
2663,0
2664,8
2665,6
2666,7
2667,8
2668,8
2669,7
2670,7
2671,8
2672,1
2673,6
2674,8
2675,8
2676,8
2677,8
2678,3
2679,8
2680,6
2681,8
2682,1
2683,5
2684,8
2685,7
2686,1
2687,1
2688,3
2689,1
2690,3
2691,8
2692,7
2693,1
2694,3
2695,7
2696,0
2697,1
2698,6
2699,8
2700,7
2701,7
2702,8
2703,8
2704,8
2705,8
2706,1
2707,8
2708,8
2709,6
2710,7
2711,1
2712,1
2713,6
2714,8
2715,1
2716,6
2717,8
2718,8
2719,6
2720,7
2721,3
2722,7
2723,8
2724,7
2725,7
2726,8
2727,6
2728,8
2729,1
2730,1
2731,6
2732,6
2733,8
2734,8
2735,1
2736,6
2737,8
2738,8
2739,8
2740,7
2741,7
2742,7
2743,8
2744,1
2745,8
2746,7
2747,0
2748,6
2749,8
2750,6
2751,8
2752,3
2753,1
2754,8
2755,8
2756,3
2757,0
2758,0
2759,8
2760,8
2761,8
2762,8
2763,1
2764,1
2765,8
2766,1
2767,7
2768,8
2769,5
2770,1
2771,8
2772,3
2773,7
2774,5
2775,0
2776,7
2777,1
2778,0
2779,8
2780,1
2781,7
2782,1
2783,1
2784,8
2785,8
2786,8
2787,1
2788,1
2789,7
2790,8
2791,7
2792,8
2793,7
2794,8
2795,1
2796,8
2797,8
2798,8
2799,8
2800,6
2801,8
2802,8
2803,8
2804,0
2805,8
2806,3
2807,0
2808,8
2809,8
2810,6
2811,8
2812,1
2813,8
2814,8
2815,8
2816,8
2817,1
2818,8
2819,1
2820,1
2821,6
2822,8
2823,0
2824,1
2825,1
2826,8
2827,6
2828,1
2829,8
2830,1
2831,8
2832,8
2833,8
2834,3
2835,8
2836,8
2837,5
2838,1
2839,8
2840,8
2841,8
2842,6
2843,1
2844,1
2845,6
2846,1
2847,8
2848,1
2849,8
2850,8
2851,7
2852,1
2853,7
2854,1
2855,0
2856,6
2857,8
2858,6
2859,1
2860,3
2861,3
2862,8
2863,6
2864,8
2865,1
2866,6
2867,0
2868,8
2869,1
2870,8
2871,1
2872,6
2873,8
2874,3
2875,7
2876,0
2877,8
2878,0
2879,3
2880,1
2881,8
2882,8
2883,8
2884,1
2885,7
2886,0
2887,8
2888,1
2889,8
2890,7
2891,3
2892,6
2893,8
2894,8
2895,7
2896,8
2897,8
2898,3
2899,1
2900,3
2901,8
2902,8
2903,1
2904,1
2905,8
2906,0
2907,0
2908,7
2909,1
2910,8
2911,1
2912,6
2913,0
2914,8
2915,7
2916,8
2917,1
2918,6
2919,8
2920,3
2921,8
2922,7
2923,8
2924,8
2925,8
2926,8
2927,7
2928,8
2929,8
2930,8
2931,1
2932,7
2933,8
2934,3
2935,7
2936,8
2937,7
2938,8
2939,3
2940,6
2941,1
2942,8
2943,7
2944,7
2945,7
2946,8
2947,7
2948,8
2949,8
2950,8
2951,8
2952,5
2953,8
2954,8
2955,5
2956,0
2957,7
2958,1
2959,1
2960,8
2961,8
2962,7
2963,7
2964,3
2965,8
2966,8
2967,8
2968,1
2969,8
2970,8
2971,8
2972,3
2973,8
2974,7
2975,8
2976,5
2977,1
2978,1
2979,1
2980,7
2981,3
2982,6
2983,1
2984,7
2985,0
2986,7
2987,8
2988,8
2989,7
2990,8
2991,8
2992,1
2993,5
2994,7
2995,1
2996,5
